Image, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c,emotion
contempt9,1.22,0.49,0,0,0,0.2,0,0,0.31,0.54,0.47,0.43,0,0,0.14,0.62,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
contempt10,0.6,0.24,0,0,0,0.07,0,0,0.17,0.3,0.93,0.79,0,0,0.09,0.32,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt11,0,0,0.04,0,0,0,0,0,0.08,0.11,1.34,1.16,0,0,0,0.03,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt12,0.16,0.21,0.04,0,0,0,0,0,0.29,0.63,0.98,0.86,0.17,0.02,0.08,0.32,0.08,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt13,0.26,0.33,0.04,0,0,0,0,0,0.54,1.16,0.74,0.56,0.19,0.08,0.1,0.55,0.12,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt14,0.38,0.47,0,0,0,0,0,0,0.74,1.56,0.59,0.27,0.26,0.16,0.15,0.89,0.13,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt15,0.22,0.27,0,0,0,0.08,0,0,0.58,1.52,0.47,0.2,0.09,0.21,0.17,0.6,0.17,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
contempt16,0.12,0.14,0,0,0,0.14,0,0,0.39,1.52,0.26,0.13,0.06,0.24,0.2,0.37,0.29,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
contempt17,0,0,0,0,0,0.21,0,0,0.2,1.55,0,0,0,0.27,0.23,0,0.4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
contempt18,0,0,0,0,0,0.13,0,0,0.15,1.24,0,0,0,0.2,0.35,0.02,0.32,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
contempt19,0,0,0,0,0,0.08,0,0,0.09,0.89,0,0,0,0.1,0.55,0.07,0.19,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
contempt20,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0.03,0.68,0.11,0.07,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
contempt21,0,0,0.18,0,0,0,0,0,0,0.66,0,0.1,0,0.17,0.58,0.35,0.02,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
contempt22,0,0,0.38,0,0,0,0,0,0,0.82,0,0.19,0,0.29,0.45,0.55,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt23,0,0,0.53,0,0,0,0,0,0,0.94,0,0.26,0,0.36,0.48,0.82,0.02,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt24,0,0,0.35,0,0,0,0,0,0.42,1.18,0,0.16,0,0.22,0.69,0.56,0.36,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
contempt25,0,0,0.16,0,0,0,0,0,0.87,1.43,0,0.06,0,0.1,0.89,0.31,0.76,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt26,0,0,0,0,0,0,0,0,1.34,1.64,0,0,0,0,0.89,0,1.2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt27,0,0,0,0.04,0,0,0,0,0.92,1.28,0,0.24,0.12,0,0.64,0.05,0.86,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt28,0,0,0,0.11,0,0,0,0,0.48,0.82,0,0.54,0.21,0,0.36,0.11,0.46,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt29,0,0,0,0.17,0,0,0,0,0,0.44,0,0.79,0.31,0,0.15,0.17,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
contempt30,0.12,0.19,0,0.15,0,0,0,0,0.16,0.56,0,0.68,0.19,0.05,0.08,0.12,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
contempt31,0.21,0.37,0,0.07,0,0,0,0,0.3,0.77,0,0.56,0.1,0.05,0.05,0.08,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
contempt32,0.3,0.52,0,0.03,0,0,0,0,0.44,0.98,0,0.53,0,0.05,0,0.04,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
contempt33,0.87,0.48,0.37,0.21,0,0,0,0,0.28,0.71,0.58,0.75,0,0,0.22,0.04,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
contempt34,1.51,0.46,0.73,0.25,0,0,0,0,0.14,0.38,1.14,0.97,0,0,0.55,0.07,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
contempt35,2.11,0.4,1.09,0.22,0,0,0,0,0,0,1.61,1.24,0,0,0.95,0.12,0.09,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
contempt36,1.67,0.25,0.71,0.03,0,0,0.1,0,0,0.17,1.23,0.9,0,0,0.95,0.16,0.09,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
contempt37,1.12,0.1,0.35,0,0,0.01,0.28,0,0,0.42,0.9,0.63,0,0,0.86,0.25,0.09,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
contempt38,0.59,0.01,0,0,0,0.01,0.51,0,0,0.71,0.76,0.31,0,0,0.58,0.18,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
contempt39,0.34,0.01,0,0,0,0.01,0.74,0,0,0.71,0.59,0.56,0,0,0.4,0.14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
contempt40,0.17,0.01,0,0,0,0,0.95,0,0,0.58,0.44,0.71,0,0,0.25,0.06,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
contempt41,0.02,0,0,0,0,0,1.07,0,0,0.45,0.11,0.79,0,0,0.22,0.06,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
contempt42,0.08,0,0,0,0,0,0.75,0,0.01,0.5,0.43,0.81,0.32,0,0.18,0.44,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
contempt43,0.08,0,0,0,0,0,0.36,0,0.1,0.57,0.77,0.78,0.57,0,0.09,0.8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
contempt44,0.08,0,0,0,0,0,0,0,0.21,0.46,1.3,1.09,0.83,0.07,0.01,1.45,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
contempt45,0.02,0,0,0,0,0,0.29,0,0.25,0.62,1.01,1.14,0.51,0.38,0.03,1.07,0.09,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
contempt46,0,0,0,0,0,0,0.62,0,0.18,0.78,0.61,1.2,0.31,0.64,0.03,0.73,0.23,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
contempt47,0,0,0,0,0,0,0.94,0,0.07,1.14,0.22,0.94,0.13,0.74,0.03,0.08,0.39,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
contempt48,0,0,0.09,0,0,0,0.88,0,0.01,0.81,0.16,0.97,0.13,0.6,0.03,0.08,0.3,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
contempt49,0,0,0.16,0,0,0,0.73,0,0,0.49,0.14,0.84,0.09,0.53,0.03,0.01,0.18,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
contempt50,0,0,0.26,0,0,0,0.59,0,0,0.15,0,0.76,0.03,0.54,0.13,0.01,0.02,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
contempt51,0.55,0,0.27,0.11,0,0,0.46,0,0,0.11,0.08,0.73,0.13,0.37,0.1,0.1,0.02,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0
contempt52,1.14,0,0.29,0.17,0,0,0.36,0,0,0.11,0.2,0.8,0.27,0.17,0.1,0.17,0.04,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
contempt53,1.69,0,0.29,0.26,0,0,0.21,0,0,0.19,0.43,0.8,0.38,0,0,0.21,0.04,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
contempt54,1.66,0,0.27,0.25,0,0,0.1,0,0,0.46,0.69,0.68,0.46,0,0,0.14,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
disgust1,0.37,0.94,0.95,0,0.87,1.92,0,0.54,0,0,1.5,1.91,0,0,0.88,0.63,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
disgust2,0.35,0.95,1.16,0,0.93,2.08,0.08,0.63,0,0,1.48,1.82,0.02,0,0.79,0.55,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
disgust3,0.28,0.64,1.49,0,0.72,2.34,0.36,0.65,0,0.13,0.98,1.47,0.17,0,0.72,0.83,0.13,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0
disgust4,0.22,0.39,1.66,0,0.49,2.54,0.63,0.71,0,0.18,0.47,1.21,0.3,0,0.88,1.34,0.23,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0
disgust5,0.18,0,1.8,0,0.23,2.7,0.86,0.77,0,0.27,0,0.96,0.4,0,1.18,1.88,0.31,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0
disgust6,0.35,0.03,1.64,0,0.17,2.45,0.58,0.57,0,0.14,0.04,1.26,0.54,0.04,0.96,1.74,0.41,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0
disgust7,0.59,0.18,1.58,0.05,0.15,2.21,0.29,0.3,0,0.09,0.04,1.49,0.66,0.06,0.54,1.34,0.59,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0
disgust8,0.78,0.26,1.57,0.16,0.18,2.15,0,0,0,0.01,0.04,1.75,0.89,0.1,0,0.95,0.84,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0
disgust9,0.56,0.23,1.32,0.16,0.5,2.47,0,0.29,0.11,0.01,0.04,1.17,0.59,0.07,0.23,0.82,0.69,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
disgust10,0.27,0.08,1.05,0.11,0.78,2.95,0,0.53,0.21,0.01,0.04,0.62,0.32,0.04,0.35,0.95,0.55,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0
disgust11,0,0,0.8,0,1.04,3.26,0,0.85,0.37,0,0.04,0,0,0,0.51,0.98,0.38,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
disgust12,0,0,0.57,0.17,0.69,3.14,0,0.56,0.39,0.2,0,0,0,0,0.46,0.83,0.55,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0
disgust13,0,0,0.29,0.34,0.36,2.82,0,0.33,0.43,0.47,0,0,0,0,0.49,0.45,0.65,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
disgust14,0,0,0,0.43,0,2.58,0,0.05,0.43,0.67,0,0,0,0,0.5,0.11,0.8,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
disgust15,0,0,0.21,0.26,0.14,2.99,0.16,0.05,0.31,0.47,0.09,0.17,0,0,0.46,0.44,0.54,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
disgust16,0,0,0.39,0.08,0.3,3.49,0.26,0.05,0.16,0.21,0.15,0.34,0,0.08,0.4,0.77,0.3,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
disgust17,0,0,0.56,0,0.46,3.92,0.36,0,0,0,0.22,0.54,0,0.19,0.32,1.07,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
disgust18,0,0,0.66,0,0.34,3.16,0.2,0,0,0,0.18,0.72,0.04,0.41,0.63,1.25,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
disgust19,0,0,0.81,0,0.29,2.44,0.3,0.11,0,0,0.22,0.88,0.18,0.47,0.82,1.26,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
disgust20,0,0,0.97,0,0.29,1.61,0.46,0.27,0,0,0.32,1.02,0.2,0.38,1.13,1.23,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
disgust21,0.17,0.05,0.65,0,0.4,1.88,0.46,0.3,0.12,0,0.54,1.07,0.39,0.16,0.74,0.87,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
disgust22,0.34,0.05,0.33,0,0.42,2.23,0.26,0.19,0.21,0.04,0.57,1.09,0.48,0.02,0.48,0.62,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
disgust23,0.51,0.09,0,0,0.4,2.51,0,0.04,0.33,0.19,0.49,1.1,0.65,0,0.16,0.42,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
disgust24,0.63,0.47,0.34,0.14,0.45,2.42,0,0.26,0.5,0.35,0.41,1.13,0.78,0.18,0.51,0.86,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0
disgust25,0.66,0.84,0.76,0.14,0.59,2.12,0,0.59,0.79,0.63,0.58,1.14,0.8,0.18,0.93,1.24,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0
disgust26,0.76,1.25,1.27,0.14,0.79,2.03,0,0.99,1.01,0.77,0.91,1.18,0.74,0.18,1.27,1.52,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0
disgust27,0.61,0.82,1.24,0.17,0.73,1.98,0,1.1,0.73,0.61,0.91,0.76,0.38,0,1.19,0.86,0.34,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0
disgust28,0.51,0.45,1.16,0.32,0.46,1.8,0,1.07,0.35,0.3,0.84,0.39,0.14,0,1.07,0.39,0.66,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0
disgust29,0.32,0,0.94,0.36,0.13,1.68,0,0.91,0,0,0.66,0,0,0,0.97,0.17,0.87,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0
disgust30,0.18,0,1.15,0.19,0.24,1.41,0,0.55,0,0,0.48,0.05,0.07,0.03,0.8,0.34,0.53,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0
disgust31,0.08,0,1.23,0.04,0.59,1.74,0.09,0.33,0,0,0.24,0.1,0.26,0.03,0.71,0.41,0.21,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
disgust32,0,0,1.35,0,0.97,2,0.17,0.18,0,0,0,0.14,0.41,0.03,0.55,0.26,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
disgust33,0,0,0.86,0,0.73,1.69,0.17,0.18,0,0,0,0.09,0.34,0,0.39,0.09,0.03,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
disgust34,0,0,0.65,0,0.38,1.09,0.09,0.09,0,0,0,0.04,0.15,0,0.24,0.01,0.05,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
disgust35,0.05,0,0.49,0,0,0.5,0,0,0,0,0,0,0,0,0.12,0,0.09,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
disgust36,0.26,0.05,0.7,0.31,0.09,1.03,0,0.17,0.26,0.1,0,0.11,0,0.11,0.12,0.1,0.05,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
disgust37,0.43,0.05,0.83,0.67,0.27,1.51,0,0.47,0.55,0.29,0,0.21,0,0.14,0.05,0.13,0.04,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
disgust38,0.53,0.05,0.91,1.01,0.48,1.94,0,0.79,0.84,0.47,0,0.28,0,0.14,0,0.13,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
disgust39,0.31,0,0.69,0.7,0.51,1.68,0,0.77,0.58,0.44,0,0.36,0.03,0.02,0.44,0.06,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust40,0.15,0,0.39,0.34,0.47,1.44,0,0.58,0.3,0.37,0,0.49,0.04,0,0.88,0.08,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
disgust41,0,0,0.13,0,0.41,1.14,0,0.4,0,0.28,0,0.62,0.04,0,1.34,0.08,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust42,0,0,0.86,0,0.53,1.65,0,0.45,0,0.2,0,0.88,0.02,0,0.9,0.05,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust43,0,0,1.56,0,0.61,1.95,0,0.54,0,0.09,0,1.01,0,0.02,0.47,0.14,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
disgust44,0,0,2.24,0,0.69,2.43,0,0.65,0,0,0,1.23,0,0.1,0,0.24,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
disgust45,0,0,2.01,0.32,0.52,2.36,0,0.72,0,0,0,1.18,0,0.1,0.61,0.48,0.17,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
disgust46,0,0,1.86,0.47,0.35,2.48,0,0.74,0,0,0,1.25,0,0.08,1.21,0.6,0.39,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
disgust47,0,0,1.62,0.71,0.16,2.4,0,0.66,0,0,0,1.26,0,0,1.83,0.75,0.55,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
disgust48,0.13,0,1.08,0.4,0.11,2.3,0,0.4,0,0,0,0.86,0,0,1.22,0.49,0.53,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
disgust49,0.26,0,0.51,0.25,0.06,2.05,0,0.17,0,0,0,0.43,0,0,0.63,0.25,0.45,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
disgust50,0.33,0,0,0,0.01,1.84,0,0,0,0,0,0,0,0,0,0,0.37,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
disgust51,0.21,0,0,0,0.12,1.59,0,0,0.27,0.11,0,0.08,0.17,0.46,0.18,0.12,0.22,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
disgust52,0.07,0,0,0,0.49,1.33,0,0,0.7,0.49,0,0.08,0.33,1.01,0.19,0.12,0.07,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust53,0,0,0,0,0.93,1.03,0,0.02,1.16,0.93,0,0.08,0.52,1.37,0.19,0.12,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust54,0,0.04,0.18,0,0.83,0.6,0,0.02,0.89,1.11,0.12,0.14,0.35,0.91,0.51,0.39,0.12,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
disgust55,0,0.04,0.37,0,0.47,0.27,0,0.02,0.46,0.88,0.15,0.27,0.2,0.36,0.96,0.86,0.25,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
disgust56,0,0.04,0.6,0,0.03,0,0,0,0,0.47,0.31,0.41,0.09,0.03,1.39,1.3,0.31,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
disgust57,0.01,0,0.94,0,0.22,0.59,0,0.18,0,0.19,0.31,0.76,0.31,0.03,1.13,0.96,0.24,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust58,0.03,0,1.32,0,0.38,1.09,0,0.33,0,0.03,0.38,1.04,0.51,0.03,0.96,0.49,0.24,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust59,0.06,0,1.68,0,0.53,1.64,0,0.45,0,0,0.36,1.21,0.6,0,0.8,0.04,0.3,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
disgust60,0.06,0,1.41,0,0.8,2.06,0.06,0.63,0.26,0.64,0.29,1.06,0.66,0.1,0.72,0.06,0.29,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
disgust61,0.03,0,1.06,0,1.08,2.68,0.13,0.72,0.44,1.29,0.31,1.02,0.82,0.26,0.52,0.07,0.17,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
disgust62,0,0,0.71,0,1.39,3.17,0.2,0.88,0.68,1.91,0.26,1.04,1.07,0.42,0.43,0.21,0.04,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
disgust63,0.51,0.14,0.79,0,1.07,2.8,0.14,0.58,0.45,1.48,0.22,0.9,0.79,0.32,0.26,0.23,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
disgust64,1.01,0.33,0.96,0,0.81,2.3,0.07,0.38,0.3,1.03,0.1,0.79,0.44,0.16,0.18,0.35,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
disgust65,1.52,0.51,1.15,0,0.58,1.89,0,0.2,0.07,0.58,0.01,0.67,0,0,0,0.36,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
disgust66,1.48,0.7,0.83,0,0.43,1.3,0,0.13,0.08,0.37,0,0.6,0,0,0,0.45,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
disgust67,1.46,0.79,0.43,0,0.37,0.84,0,0.14,0.16,0.18,0,0.42,0,0,0,0.41,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
disgust68,1.42,0.91,0,0,0.35,0.56,0,0.14,0.24,0.05,0,0.32,0,0,0,0.27,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
disgust69,0.95,0.57,0.29,0,0.62,1.04,0.17,0.26,0.2,0.27,0,0.19,0.03,0,0,0.09,0.08,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust70,0.47,0.29,0.58,0,0.77,1.6,0.34,0.31,0.11,0.52,0,0.11,0.1,0,0,0,0.09,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust71,0,0,0.84,0,0.84,1.87,0.56,0.32,0.02,0.66,0,0.02,0.13,0,0,0,0.09,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust72,0.07,0.05,1.12,0,0.56,1.96,0.38,0.2,0.02,0.44,0.14,0.48,0.2,0.16,0,0.13,0.01,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
disgust73,0.12,0.13,1.45,0,0.28,1.92,0.22,0.11,0.02,0.19,0.14,0.92,0.23,0.34,0,0.37,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
disgust74,0.12,0.19,1.75,0.03,0.02,1.96,0,0,0,0,0.18,1.34,0.25,0.5,0,0.63,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
disgust75,0.06,0.14,1.38,0.03,0.39,2.13,0.12,0.31,0.08,0.21,0.04,0.91,0.15,0.34,0.06,0.5,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
disgust76,0,0.06,0.95,0.02,0.79,2.2,0.28,0.59,0.17,0.39,0.04,0.6,0.09,0.16,0.09,0.26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
disgust77,0,0,0.58,0,1.17,2.3,0.44,0.85,0.26,0.61,0,0.31,0.09,0,0.09,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
disgust78,0,0,0.84,0,0.8,1.68,0.32,0.54,0.18,0.4,0,0.53,0.09,0,0.14,0.26,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
disgust79,0,0,1.15,0,0.39,1.21,0.16,0.26,0.09,0.22,0.01,0.68,0.05,0,0.18,0.49,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
disgust80,0,0,1.45,0,0,0.8,0,0,0,0,0.01,0.81,0,0,0.27,0.78,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
disgust81,1.04,0.38,2.01,0,0.03,1.33,0,0,0,0,0.07,1.06,0.19,0.14,0.33,0.71,0.03,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
disgust82,2.06,0.73,2.61,0,0.11,1.78,0,0.03,0,0.06,0.13,1.43,0.41,0.28,0.47,0.71,0.03,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
disgust83,3.13,1.09,3.19,0.01,0.26,2.22,0,0.06,0.02,0.13,0.15,1.78,0.63,0.44,0.56,0.69,0.03,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
disgust84,2.18,0.86,2.17,0.01,0.23,1.75,0,0.1,0.02,0.13,0.17,1.45,0.44,0.3,0.58,0.52,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
disgust85,1.2,0.66,1.08,0.06,0.14,1.51,0,0.09,0.02,0.06,0.11,1.07,0.33,0.16,0.49,0.46,0.03,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
disgust86,0.16,0.41,0,0.07,0,1.15,0,0.11,0,0,0.1,0.65,0.28,0,0.42,0.33,0.03,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
disgust87,0.35,0.27,0.52,0.07,0.28,1.71,0.07,0.16,0,0,0.03,0.48,0.28,0,0.32,0.44,0.03,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
disgust88,0.66,0.12,1.07,0.02,0.56,2.02,0.16,0.2,0,0,0.01,0.21,0.18,0,0.26,0.31,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
disgust89,0.97,0,1.62,0,0.86,2.41,0.31,0.21,0,0,0.05,0,0,0,0.15,0.17,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
disgust90,0.72,0.06,1.35,0.44,0.58,1.61,0.24,0.13,0,0,0.05,0.2,0,0,0.22,0.04,0.21,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
disgust91,0.43,0.08,1.07,0.84,0.3,0.82,0.14,0.07,0,0,0.05,0.38,0,0,0.33,0,0.35,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
disgust92,0.11,0.08,0.78,1.21,0,0,0,0.02,0,0,0,0.57,0,0,0.51,0,0.42,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
disgust93,0.07,0.02,0.53,0.77,0,1.2,0,0.02,0,0,0,0.36,0,0.11,0.62,0.37,0.22,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
